"year","quarter","0","1","2","3","4","5","6","7","8+","value"
2012,4,8.10683460625392,995.259030965988,1695.09448284743,1311.3533106967,1029.60262180374,897.561677370117,255.019018297182,233.805118042574,125.129887646378,"wbss_caton"
2013,1,0,672.698592806979,2141.96540009309,4661.94394753838,4044.38543704471,2145.35738500136,1831.36958447498,772.12323188864,857.705234629465,"wbss_caton"
2013,2,0,163.846695601754,509.319348051356,1392.41439800874,2502.01865319406,1526.90695561238,1370.51509055028,774.885867148792,984.212148072579,"wbss_caton"
2013,3,0.0610189594020421,34.7919144527532,2177.84503091744,2763.83940155541,923.216177953464,579.757617413833,323.555124369501,208.826246406872,114.595155225826,"wbss_caton"
2013,4,13.6240197104711,952.786883266814,2078.62165660148,3434.44631168952,1365.7997509517,709.883732529035,368.30619284149,136.230667125161,101.544044504484,"wbss_caton"
2014,1,0,87.4759883528581,1094.21531012803,2263.56574824616,4473.28925780243,2544.49441578832,1022.31014457004,723.183051740561,749.992758913536,"wbss_caton"
2014,2,0,34.674173128125,607.734854065165,513.502668521062,750.836545484742,460.379459515569,354.087626650687,197.992402932795,148.866707972941,"wbss_caton"
2014,3,135.013729616459,1314.4566495469,934.94052792341,1516.37816557533,3450.06757092194,915.99755903299,512.415527781797,379.688371706085,228.528404499986,"wbss_caton"
2014,4,204.666464331424,1573.69531086663,1213.2581981985,1703.44309557648,1421.75261608019,527.091714000958,292.973424954101,263.120381880816,147.156823092922,"wbss_caton"
2015,1,0,674.115687010291,3621.3728545614,2249.80009029138,3808.55295491154,4006.20461888634,2348.11359895118,712.370309438453,1209.64103881201,"wbss_caton"
2015,2,0,160.94187615759,790.553442675253,557.348606070194,778.31841964934,661.837057447822,311.724075642111,196.612461108207,285.523052218547,"wbss_caton"
2015,3,2.3725714707598,414.036530727863,902.923207235598,843.509803866602,1125.85089743184,478.26925884308,324.649533606357,227.243467930176,280.912665486642,"wbss_caton"
2015,4,165.3345107533,1518.12257456606,2083.94931724293,1193.29508473513,1009.94639166473,696.719935499949,160.824365829976,88.0944386443441,121.834006445722,"wbss_caton"
2016,1,0,67.299040311337,5008.67154958052,5840.2223333727,3266.59892237901,3083.77899411589,2903.99564977323,1263.69488610076,958.969630461736,"wbss_caton"
2016,2,0,75.8611324734724,164.743638214001,1121.24176943729,638.788767737248,596.360631575608,379.977716507155,478.790525885115,424.88927901119,"wbss_caton"
2016,3,279.704865543714,839.261986041134,3985.62220408994,3690.74926880576,1856.86324041164,1545.75169917883,1696.01398180665,502.67965792499,1116.38829105691,"wbss_caton"
2016,4,158.169224265869,1374.00595218693,1824.58474968904,2176.33059578849,625.439601178309,521.833044671439,330.313109243167,88.06827055547,193.029034371237,"wbss_caton"
2017,1,0,188.121963896907,3028.86084563732,2715.93644238906,6641.5928357811,3554.31140204097,3656.17969687867,2110.29650134822,878.114751631657,"wbss_caton"
2017,2,0,4.25358031109333,104.350747644574,348.829219177849,916.899870518944,660.973053578822,569.866410623105,406.470693749555,525.345657944296,"wbss_caton"
2017,3,0,268.232372916857,1056.42254949922,2533.11474237137,3081.40484748693,1031.285254838,697.572421578491,417.867384068787,328.222501470544,"wbss_caton"
2017,4,123.648231955892,2150.92448100427,1052.33658363172,1133.38945490827,1836.93335840114,722.169007814951,323.835859368454,117.401156053575,61.2478970560382,"wbss_caton"
2018,1,0,566.26725513463,8094.51627129524,2470.45498395548,1584.51575516625,4987.81573731554,1514.45690733655,825.236083576994,511.666961585923,"wbss_caton"
2018,2,0,45.1037665315862,120.739184546057,349.611129198296,468.229356007463,1341.09035409701,604.586615864459,458.707533613293,267.341610113316,"wbss_caton"
2018,3,1.51125112642341,1401.75399803998,1849.29566238705,714.807888035818,1180.75532664414,2033.80758372238,655.416755108349,402.434197659573,403.373774984105,"wbss_caton"
2018,4,8.36748341879618,979.934811263814,959.205143430513,850.489315968233,761.759750634597,1250.45926756928,261.168981064942,133.011296793881,53.2765102181716,"wbss_caton"
2019,1,0,188.523045582865,2163.62183139689,981.727338160589,1011.89373215006,754.193817914363,1960.08630791617,523.19221435035,457.432869503405,"wbss_caton"
2019,2,0,22.5146878960814,81.5372226858643,53.6446912059929,50.582059509057,144.557076444235,198.376045949403,81.9189597860076,28.5131505490109,"wbss_caton"
2019,3,0.00120299566326081,430.698785346001,2203.47182483456,1006.56352345855,504.789608811744,297.40292446761,139.223593019195,78.4064259626489,11.839759162121,"wbss_caton"
2019,4,187.229131790796,1008.96593880804,1105.46297626502,777.083680817541,829.778888300325,591.325714949278,431.582070460138,92.3266199974564,47.190391780778,"wbss_caton"
2020,1,0,77.9777846504371,1680.12775838347,474.15523708593,255.296487480926,571.015835587485,317.044020981054,597.222072048959,187.049739081717,"wbss_caton"
2020,2,0,6.04757827800011,132.511358646018,103.20954733378,76.6725827148609,59.2227959682832,53.5680634887171,52.1974332031143,21.2279541463807,"wbss_caton"
2020,3,2.91733315192308,87.5141022471832,1094.76864659209,1888.98811144931,1606.85012510795,1469.47089510129,561.854447356998,647.49595499079,211.789892311251,"wbss_caton"
2020,4,15.1855611550592,2207.74534156031,442.299788530047,239.454904494374,230.635313891155,361.790237785603,214.588692257402,250.707837212263,37.2424977363371,"wbss_caton"
2021,1,0,9.63138618435713,2233.24748601243,565.323301580896,193.575363003974,55.8522090575544,124.112077112174,79.5277355806261,103.45720252015,"wbss_caton"
2021,2,0.0000127997542447185,3.97493892715489,813.494482330797,124.385649644232,44.9793427162252,40.0559306983503,52.447426765798,39.6126702274622,59.4384596729448,"wbss_caton"
2021,3,0.0694519350095837,32.4209013019455,782.211721822277,788.478357009653,1069.50408807505,690.187208872262,586.516888539261,295.332335520896,327.264184413659,"wbss_caton"
2021,4,32.6666994140038,310.429786208245,191.363767487346,245.659523915056,280.419003446836,173.061214491513,122.590668445015,75.9838629320381,42.8545307861854,"wbss_caton"
2022,1,0,0.167152456647959,243.195320272486,63.8796301726699,77.3252996080997,56.2914582981683,57.5586907456463,53.788825441165,44.0578901218119,"wbss_caton"
2022,2,0.366754746917297,1.10412617949559,422.751911694904,788.240254405446,869.729838604037,809.202868695611,704.599717284733,491.600273687623,611.247764880522,"wbss_caton"
2022,3,17.2474870923559,8.11718921235886,63.8731241626906,65.0990656944433,132.361087029541,79.8735764335836,91.1186848914684,2.06611613936383,48.7389894385082,"wbss_caton"
2022,4,13.0972384747247,18.2004271933486,30.1818286193202,50.5047871005252,84.7211916270287,74.9796709287511,51.2857210314355,21.6198015358146,13.9039022605818,"wbss_caton"
2023,1,0,14.0611032959399,32.874864649773,54.1896389699655,42.5651450041481,54.8639945570759,80.4857845617591,39.3444476275151,49.356882078861,"wbss_caton"
2023,2,0.019892279404499,14.6229077730111,78.4242284452419,87.6836583444226,79.5615349526511,46.8761503364245,31.4457875796069,15.9483248981935,17.1218588014054,"wbss_caton"
2023,3,1.00300669938941,34.7269842203476,152.162697442702,437.330418215379,550.322213671446,388.670589324614,232.698290319494,234.976171281833,172.823996681822,"wbss_caton"
2023,4,0.685462565533392,53.9385002233644,11.2924007168648,115.67832812545,119.810227864756,48.4582342429257,26.9154280272355,15.6260186001605,10.5217987653171,"wbss_caton"
2024,1,0,7.50654880565519,118.892333016908,28.821120826047,55.9030609899538,300.036457902356,270.388874197392,60.4125937917024,148.512046218357,"wbss_caton"
2024,2,0.000000000000989209337243569,6.7017382365906,81.4879836830668,97.7211735597057,59.8115777666758,24.1799175682731,32.7514160212243,47.3106035814536,61.7541852758072,"wbss_caton"
2024,3,0.67500798260448,18.478561876082,1094.06382504068,317.199333957656,610.776139772774,525.827820648457,443.221881168841,183.606058763297,205.484039720129,"wbss_caton"
2024,4,11.3173604017409,19.6407593260254,79.1433397351917,36.4274053900763,141.873600487069,41.4991380080885,24.7427400855717,17.1223027508541,6.66320507506293,"wbss_caton"
2000,1,NA,0.0136253377814309,0.04212473718054,0.0838592497422868,0.122398524016719,0.140993617799604,0.161922879652599,0.161305629235376,0.178719151361427,"weca_kg"
2000,2,NA,0.0223037974791633,0.0644288735152575,0.094073904158147,0.125557006452892,0.138267667505815,0.132320951444919,0.152672922491856,0.143728677580282,"weca_kg"
2000,3,0.0201135182870727,0.0435997137046572,0.0632726030764184,0.119809063613766,0.148165461400319,0.167376042158589,0.150064368590172,0.127909878935645,0.114580561516872,"weca_kg"
2000,4,0.022395825512849,0.040940729171604,0.0641280326171251,0.0967732951195611,0.139399600669489,0.124414994998534,0.102684981271859,0.120219935211601,0.115285695990053,"weca_kg"
2001,1,NA,0.0167640621591596,0.0488289298502771,0.0710201498541538,0.10610569953192,0.164518177390315,0.171449201201548,0.16683940994967,0.175664690367925,"weca_kg"
2001,2,NA,0.0233330276681364,0.0476232072544447,0.070586158243084,0.098998146149411,0.141557014627282,0.141461492383822,0.147743375777218,0.155987159739255,"weca_kg"
2001,3,0.0107783550606718,0.0419645247135198,0.0617103358808867,0.0783164324987116,0.0738166447103439,0.098377476798047,0.0813504539377011,0.0751073052079706,0.110065913548044,"weca_kg"
2001,4,0.0126472857535342,0.0523441574137031,0.0725437703414956,0.105866748394127,0.0893605647983912,0.152989348115903,0.136944228665051,0.0629295340431497,0.063,"weca_kg"
2002,1,NA,0.0137231539303816,0.0617641040802787,0.0781377151175295,0.108726011604398,0.162917536239754,0.194588474593508,0.185965520244998,0.200363874344173,"weca_kg"
2002,2,NA,0.00601252172540862,0.04639084427757,0.0753374847497081,0.109278042384114,0.115366625253463,0.151159195366786,0.155474894791201,0.13933392749523,"weca_kg"
2002,3,0.0103998570390125,0.0387281746614003,0.0906055956161499,0.120321453458948,0.143344427306162,0.159993877320714,0.187544189926899,0.183313707064522,0.249424712728728,"weca_kg"
2002,4,0.0105718333709371,0.0460544106925339,0.0724743196299121,0.0905712124422105,0.104473946064125,0.0928074638170092,0.162041275713862,0.172176105492416,0.182112108705044,"weca_kg"
2003,1,NA,0.0151212951737336,0.046919997345343,0.0800129694799044,0.106993630244399,0.12858999239517,0.148069838394405,0.17855343129462,0.185236829458663,"weca_kg"
2003,2,NA,0.01682645774132,0.0546400203789069,0.0735300043879745,0.0888841862782229,0.110570164390928,0.119245326621482,0.132729666926535,0.1396042003141,"weca_kg"
2003,3,NA,0.0512716466349847,0.103225847437833,0.12053625432431,0.143227990118126,0.151496717755893,0.135406570868973,0.188782780828302,0.138917461204273,"weca_kg"
2003,4,0.0132061732604401,0.0461889493170637,0.0900930170674752,0.112293594750207,0.133077536218893,0.156302376609084,0.159045827160179,0.173720272058683,0.107420323930024,"weca_kg"
2004,1,NA,0.0149523565078068,0.047555493262573,0.0789623785394145,0.10668216562403,0.140043301228051,0.15869495192807,0.193531203949006,0.207624236001486,"weca_kg"
2004,2,NA,0.0115098731002227,0.0552252398099081,0.0864731732257514,0.0966929652712343,0.117343175967959,0.14392507591851,0.131428428707292,0.113218650575259,"weca_kg"
2004,3,0.0250398542350023,0.0512270081742096,0.0791596578379968,0.112898733340633,0.106324780327297,0.131318083079348,0.128750997146429,0.169832157674627,0.102890733436388,"weca_kg"
2004,4,0.0199188061047511,0.0577684708433766,0.0815058084862361,0.0994053480866978,0.0993097211249415,0.11475985868961,0.153846151766036,0.122206136301167,0.168007015104594,"weca_kg"
2005,1,NA,0.0136601985802602,0.0519172435901135,0.079052274593174,0.105893488148419,0.128649896016404,0.15506823247469,0.165480439307285,0.181176167571909,"weca_kg"
2005,2,NA,0.0220196622817973,0.0570352311270356,0.0660954676908273,0.0831115552912712,0.108805681474577,0.127303371226738,0.153658538220118,0.149453316403969,"weca_kg"
2005,3,0.013583403614769,0.0519990930065973,0.090843660562901,0.10205202459735,0.125739225500226,0.112641950853154,0.143217300466318,0.136778641137964,0.177211678458133,"weca_kg"
2005,4,0.0165723732559138,0.0640972178500201,0.0913845678090586,0.104201236664363,0.146429817182968,0.160662169930935,0.180226437646709,0.178131103458291,0.184132981985542,"weca_kg"
2006,1,NA,0.0192066877071472,0.0631304402161709,0.0937329724807201,0.112458240891262,0.161058229912677,0.164991779537573,0.181090660307231,0.17723421393175,"weca_kg"
2006,2,NA,0.0230251687106668,0.0573069746898512,0.0789357492133955,0.104842660926,0.136348171863529,0.155882082777822,0.174764085526715,0.178037659396429,"weca_kg"
2006,3,0.0121918579033201,0.0543258994787315,0.0890588266361824,0.10806775690853,0.100977804569932,0.113174321124216,0.0994580763791274,0.157451156969434,0.119175097978439,"weca_kg"
2006,4,0.0147242070089399,0.0561535262172657,0.0801150507668084,0.106022246772147,0.108624713700924,0.109658002972857,0.0973356350162441,0.194919195678433,0.143447183100836,"weca_kg"
2007,1,NA,0.0155066752767107,0.054662214172205,0.0794531428512314,0.114033853376741,0.141456362180277,0.169264672501179,0.175184510115813,0.188433777301564,"weca_kg"
2007,2,NA,0.0158969337782712,0.0534733661331977,0.0613520512226998,0.0852950835650331,0.11093310551821,0.125972191301914,0.139353379735774,0.156962080884976,"weca_kg"
2007,3,0.029674455718245,0.0700779331364212,0.0984004479235126,0.109987892861998,0.117775744883761,0.103486446626008,0.147930739076098,0.121219769785843,0.21875125460655,"weca_kg"
2007,4,0.0198824068280123,0.0599853150330989,0.079117535685535,0.11345528485417,0.150651179063949,0.139306835208631,0.133793748942602,0.177692067600762,0.203317869648147,"weca_kg"
2008,1,NA,0.0298998259939056,0.0702934059257816,0.0897817615497584,0.111575905037342,0.145479702459809,0.161545647646898,0.18173165521953,0.181563818448889,"weca_kg"
2008,2,NA,0.0308268148329581,0.0532216838740333,0.069199680739478,0.0859043692603567,0.0921837661203617,0.108520272655543,0.121733419888761,0.1325857413123,"weca_kg"
2008,3,0.015091171985101,0.066609988967316,0.0865257962636876,0.0996104103870672,0.104759207480254,0.125319233738507,0.106042588414898,0.145337905873511,0.203014085757852,"weca_kg"
2008,4,0.0313700601293938,0.0638521465380461,0.0763812287936353,0.101233125768223,0.134073519920357,0.121491468975851,0.104605350846195,0.14930933026089,0.148361083227826,"weca_kg"
2009,1,NA,0.0216419345831626,0.0616468445854844,0.0868287477323544,0.127382905789596,0.159480925086069,0.178796347267451,0.18392516963789,0.202560732796208,"weca_kg"
2009,2,NA,0.0625388171234763,0.0487446320764897,0.0860852532504511,0.108640398864791,0.114594908036053,0.111386431401611,0.117232930022964,0.12730572156188,"weca_kg"
2009,3,0.00896716076985651,0.0782186893602734,0.143130719012556,0.153937001894088,0.170010380861499,0.161582943483713,0.139698733705179,0.110245544245908,0.128552100693628,"weca_kg"
2009,4,0.0158610238993422,0.0739953987869373,0.108543356819907,0.143277818848083,0.171163805996902,0.202011616252948,0.19044306941606,0.22897648144318,0.238111302798573,"weca_kg"
2010,1,NA,0.014139437193369,0.0635435137785626,0.0965447401763486,0.126995870750111,0.15937139661743,0.182034496538943,0.204016291220319,0.202983316176938,"weca_kg"
2010,2,NA,0.0156638785581315,0.0764997472623863,0.0999307033387554,0.136549584751728,0.165741324783304,0.177221057772419,0.189982636141634,0.196064574153709,"weca_kg"
2010,3,0.00748183199551453,0.0713058689204592,0.106176083664766,0.128911457823906,0.159190327873506,0.193197656863687,0.198614769429296,0.19858471128227,0.226083343791738,"weca_kg"
2010,4,0.00994387141298475,0.0599518307175316,0.0844965037670591,0.120009637715319,0.157611143165079,0.184305239109419,0.172159089348531,0.207314185627726,0.170520148694758,"weca_kg"
2011,1,NA,0.00945361061156703,0.0576723951228617,0.0950961104674591,0.126300747418848,0.158876313230967,0.176071742580568,0.18450688871181,0.193171258400312,"weca_kg"
2011,2,NA,0.0206661167654279,0.0588331921284609,0.088066880875724,0.13022208597149,0.160947740612402,0.175696295677399,0.182464861262517,0.192855009159306,"weca_kg"
2011,3,0.00697973037119299,0.047636993964832,0.0975059379700161,0.136196677964981,0.118451778270503,0.153457288459554,0.114357094041792,0.124829227793813,0.11517215226608,"weca_kg"
2011,4,0.0111376673187173,0.0467588398584915,0.0858980806680288,0.0866662208683758,0.0883653998404823,0.096588629572219,0.0787481888788624,0.0997909955248655,0.0975937737241982,"weca_kg"
2012,1,NA,0.0119284315098684,0.0498925454256581,0.0912772972305907,0.11243641775642,0.154818097551441,0.179844212406406,0.190027317609428,0.201612794411528,"weca_kg"
2012,2,NA,0.0202437393638241,0.0455021753245147,0.0742374856780978,0.0978181862302369,0.119162421856989,0.144021946602223,0.157067592516854,0.183985793026136,"weca_kg"
2012,3,0.00931,0.0517089579245586,0.0944052666028048,0.137632689820923,0.151373594520673,0.150438238387682,0.165161739321124,0.179903286478316,0.179088156988505,"weca_kg"
2012,4,0.0186303772937694,0.0571946691717576,0.0961442691148683,0.132384915518565,0.159664988283741,0.182120733910076,0.184457733621716,0.175408268508524,0.17177502181664,"weca_kg"
2013,1,NA,0.0138004207061678,0.0562663235871322,0.0950468946840204,0.128928876002451,0.145807084245284,0.163056067446038,0.179751122311439,0.199046218323879,"weca_kg"
2013,2,NA,0.0164844339648293,0.0519075844274934,0.0821844106524477,0.124950790129478,0.149301540572789,0.164104132801287,0.178491750720509,0.186561110582371,"weca_kg"
2013,3,0.0148378727131786,0.0631102275571691,0.0915952081983997,0.147777721257462,0.154751058666108,0.158414230682624,0.107008553449794,0.113485897503394,0.113824895697016,"weca_kg"
2013,4,0.0137156150206591,0.0677311092648687,0.0941752977560755,0.142952041446817,0.162590933330518,0.134750052352854,0.0989325921645677,0.109962832250853,0.13036056544076,"weca_kg"
2014,1,NA,0.0160364738375972,0.0526154881890663,0.0806732467262062,0.129948695530718,0.165227774765767,0.175039611567162,0.191612452354552,0.204703861758762,"weca_kg"
2014,2,NA,0.0229449133351645,0.0548027932088212,0.0777310280860114,0.124947582167881,0.150224207850427,0.173410015703852,0.172524397625048,0.176725028918917,"weca_kg"
2014,3,0.00927852674671883,0.0484114100740356,0.102849676330606,0.141830319807099,0.177524261446748,0.194764298388546,0.185188881178538,0.177306056450545,0.168585172459004,"weca_kg"
2014,4,0.0114612770551412,0.0514831044986961,0.0834251592927888,0.0999152361857653,0.145336893574575,0.162815388738716,0.119804040444743,0.156702592202436,0.129890388812771,"weca_kg"
2015,1,NA,0.0149790125754002,0.0496914955014296,0.0845093984071076,0.114383827996182,0.155824354252164,0.18116996144814,0.163640712815872,0.192715985003835,"weca_kg"
2015,2,NA,0.0221350833690766,0.0449480096938044,0.0646105020753169,0.091627489448134,0.117319819680078,0.165035476803697,0.143477858507709,0.144704976608547,"weca_kg"
2015,3,0.0140733756983748,0.0300842008480617,0.087598512068073,0.118258060049304,0.136273722637878,0.152182873004284,0.152140337830911,0.101829213858038,0.105925774389748,"weca_kg"
2015,4,0.00927170761290455,0.0345443579433487,0.0813963375205005,0.0971685176950982,0.122766921845947,0.166398952405453,0.145791974204402,0.114612254102583,0.144405293822199,"weca_kg"
2016,1,NA,0.0137497309624178,0.0410946317546302,0.0817747129013725,0.106367173381954,0.137510535889247,0.173295745573652,0.182301496185459,0.190662524956047,"weca_kg"
2016,2,NA,0.0156073813063445,0.0501107993418261,0.0788558186745203,0.0898243434433809,0.115589649246179,0.146306160032863,0.160860801430314,0.16077307434443,"weca_kg"
2016,3,0.00703928472653961,0.0396945786263222,0.101699426777206,0.127676125254499,0.124046494937099,0.167515769199776,0.195003433784317,0.191083732178882,0.228455928724962,"weca_kg"
2016,4,0.0120625077125988,0.0470796228797278,0.0815961559759285,0.115086088879984,0.113989082695443,0.145186991228759,0.177351785314205,0.142074302130254,0.176052674410765,"weca_kg"
2017,1,NA,0.0142832201381302,0.0481401789215471,0.0763204659676679,0.117205852576785,0.131637762997087,0.158571423807075,0.174076416520084,0.175811491905942,"weca_kg"
2017,2,NA,0.0275451754828938,0.0422502069634505,0.0663532480248811,0.0924992635797878,0.0912990720838247,0.0973909188242857,0.106126282261605,0.10770957424685,"weca_kg"
2017,3,NA,0.053541088229821,0.0927190658195309,0.124563509370218,0.144464687019895,0.15368431300506,0.155222284880577,0.157618191140249,0.156116422990556,"weca_kg"
2017,4,0.0245190490845585,0.0443235296185367,0.0767412439170181,0.10510771242083,0.136340199387445,0.155277355002082,0.15443564455166,0.178363969588932,0.132241531745811,"weca_kg"
2018,1,NA,0.0125299537883845,0.0487086275117285,0.0829785800169102,0.108180446863638,0.143310435507852,0.154648578915864,0.169398633576846,0.187210590704511,"weca_kg"
2018,2,NA,0.0315400689399649,0.0652970178461023,0.0686339275494475,0.0884765196424125,0.126942469930498,0.124244827816718,0.139418300116587,0.15520980807079,"weca_kg"
2018,3,0.0101399113770537,0.0579178633364876,0.0974211542023777,0.128688389145365,0.151342012787876,0.181511297617735,0.177349365513454,0.182469317619873,0.197445460499622,"weca_kg"
2018,4,0.0137965271122097,0.0547658555008544,0.0784159106055192,0.110157824582391,0.132756154874022,0.158579096457159,0.156371250576648,0.18212233987817,0.14449476660395,"weca_kg"
2019,1,NA,0.0274469186740278,0.0524779937568206,0.073557748666698,0.118412254989564,0.146059660007574,0.170407721368814,0.177796412910049,0.188832121596075,"weca_kg"
2019,2,NA,0.0371210679273407,0.0626463326596079,0.0785261788400718,0.0995494600609116,0.139708301141132,0.15475647753598,0.158574357994803,0.160017691768936,"weca_kg"
2019,3,0.01844,0.0501114996863503,0.0975078683415649,0.130725718249739,0.142577008182577,0.154948433912819,0.163712538706513,0.11535382247567,0.088338328105646,"weca_kg"
2019,4,0.0158931553862988,0.0479528249688389,0.08099215743558,0.0984436222536502,0.13819867386993,0.14683117947343,0.166166817206923,0.163007441038289,0.172934058781309,"weca_kg"
2020,1,NA,0.0230562218839401,0.0460818686741651,0.0769634004268824,0.102891856036784,0.145651747192424,0.164886139864938,0.169781875618989,0.17716247829043,"weca_kg"
2020,2,NA,0.0489923447225492,0.0706206889739654,0.0889974559097298,0.110429206546303,0.103011784869642,0.117056979634116,0.155132954454748,0.120384079154515,"weca_kg"
2020,3,0.0104313263484735,0.0497746437914461,0.12536387979914,0.15062449837507,0.168998756686251,0.182865553997049,0.184990247075213,0.212958083801416,0.187792672210699,"weca_kg"
2020,4,0.0176623308838213,0.0472557907692638,0.0738291386835617,0.101866053892602,0.122732752097274,0.1632900942083,0.172738253056358,0.173381890238053,0.186712168386577,"weca_kg"
2021,1,NA,0.0188585862476098,0.0543818879542133,0.0744028597461626,0.117252356267275,0.135673347412691,0.17826229427494,0.18133445676576,0.181627325537042,"weca_kg"
2021,2,0.0200996944846438,0.0304701649542828,0.0666291797091638,0.0832395543265892,0.141217255514451,0.151073625752021,0.169849386047691,0.165359534215954,0.171313067899206,"weca_kg"
2021,3,0.0165362310880194,0.0537563530569525,0.125213306579566,0.13508010013681,0.163219870362878,0.177982738616475,0.196897484569594,0.204865245815992,0.199865429639611,"weca_kg"
2021,4,0.0110201645240247,0.0453431900053899,0.0792004205260465,0.114974625492367,0.144283575492493,0.157974174007334,0.17568882275737,0.184090894806325,0.181850441338111,"weca_kg"
2022,1,NA,0.0207029673645532,0.0752491062374534,0.0854288861409191,0.111066049762903,0.133353410084867,0.161605749433892,0.180277563168149,0.187716223222929,"weca_kg"
2022,2,0.00471560787274295,0.0319693129985556,0.124889234425764,0.127844622687762,0.139651216444919,0.167013756847124,0.17311634953729,0.191470744554948,0.200775631870344,"weca_kg"
2022,3,0.00478066974073012,0.0659449266534237,0.144611793529808,0.160887992455176,0.168641582857833,0.190679333998173,0.185611926263423,0.184684800159219,0.217262339253294,"weca_kg"
2022,4,0.0249959775789317,0.0514372113275569,0.103869459201238,0.1265534146602,0.160854164677613,0.179918459762047,0.194572266170954,0.194152079431326,0.196162053765215,"weca_kg"
2023,1,NA,0.0241457244199167,0.0556639853946327,0.084477570812004,0.112136461637559,0.15445845816952,0.171726016627684,0.180267761539763,0.188951343746276,"weca_kg"
2023,2,0.0112792,0.0334456429399791,0.0659038543449022,0.108305225082668,0.127565028470246,0.152023252280066,0.155183884215081,0.172363393188766,0.160162242546283,"weca_kg"
2023,3,0.0115247225359122,0.0616404250430316,0.133665985698293,0.18350767841462,0.191954385669842,0.183815061334143,0.181222563611084,0.196308921632617,0.192840264678767,"weca_kg"
2023,4,0.0226132102980673,0.0415403974259041,0.0779245263216542,0.145380564271027,0.155172134485761,0.150126428949092,0.16419535627359,0.189998841623681,0.150010117249981,"weca_kg"
2024,1,NA,0.0196562108798199,0.0687533747687731,0.0875094597008446,0.0954055102209496,0.149506338211066,0.16539217175348,0.166543736324119,0.178171600692074,"weca_kg"
2024,2,0.0034734,0.0180551771886582,0.11905964434125,0.12539205571919,0.116355312182866,0.10650527730534,0.143480188175648,0.152265038341053,0.156112156415467,"weca_kg"
2024,3,0.0207488574688594,0.0408906031842349,0.107664175257767,0.153557759870354,0.192535145041957,0.200746827912886,0.1963836823247,0.24615556391103,0.224784778863408,"weca_kg"
2024,4,0.0158915319169824,0.0454709432400176,0.0979266158170778,0.14364293543425,0.184867512379829,0.178661825065279,0.187026030523289,0.203785870586873,0.179001821374525,"weca_kg"
